Tila;Epoch-aika;Päivä;Kuukausi;Vuosi;Tunti;Minuutti;Määrä
7443;1567343460;01;09;2019;16;11;0
7443;1567344120;01;09;2019;16;22;0
7443;1567344780;01;09;2019;16;33;0
7443;1567345440;01;09;2019;16;44;0
7443;1567346100;01;09;2019;16;55;0
7443;1567346760;01;09;2019;17;06;0
7443;1567347420;01;09;2019;17;17;0
7443;1567348080;01;09;2019;17;28;0
7443;1567348740;01;09;2019;17;39;0
7443;1567349400;01;09;2019;17;50;0
7443;1567350060;01;09;2019;18;01;0
7443;1567350720;01;09;2019;18;12;0
7443;1567351380;01;09;2019;18;23;0
7443;1567352040;01;09;2019;18;34;0
7443;1567352700;01;09;2019;18;45;0
7443;1567353360;01;09;2019;18;56;0
7443;1567354020;01;09;2019;19;07;0
7443;1567354680;01;09;2019;19;18;0
7443;1567355340;01;09;2019;19;29;0
7443;1567356000;01;09;2019;19;40;0
7443;1567356660;01;09;2019;19;51;0
7443;1567357320;01;09;2019;20;02;0
7443;1567357980;01;09;2019;20;13;0
7443;1567358640;01;09;2019;20;24;0
7443;1567359300;01;09;2019;20;35;0
7443;1567359960;01;09;2019;20;46;0
7443;1567360620;01;09;2019;20;57;0
7443;1567361280;01;09;2019;21;08;0
7443;1567361940;01;09;2019;21;19;0
7443;1567362600;01;09;2019;21;30;0
7443;1567363260;01;09;2019;21;41;0
7443;1567363920;01;09;2019;21;52;0
7443;1567364580;01;09;2019;22;03;0
7443;1567365240;01;09;2019;22;14;0
7443;1567365900;01;09;2019;22;25;0
7443;1567366560;01;09;2019;22;36;0
7443;1567367220;01;09;2019;22;47;0
7443;1567367880;01;09;2019;22;58;0
7443;1567368540;01;09;2019;23;09;0
7443;1567369200;01;09;2019;23;20;0
7443;1567369860;01;09;2019;23;31;0
7443;1567370520;01;09;2019;23;42;0
7443;1567371180;01;09;2019;23;53;0
7443;1567371840;02;09;2019;00;04;0
7443;1567372500;02;09;2019;00;15;0
7443;1567373160;02;09;2019;00;26;0
7443;1567373820;02;09;2019;00;37;0
7443;1567374480;02;09;2019;00;48;0
7443;1567375140;02;09;2019;00;59;0
7443;1567375800;02;09;2019;01;10;0
7443;1567376460;02;09;2019;01;21;0
7443;1567377120;02;09;2019;01;32;0
7443;1567377780;02;09;2019;01;43;0
7443;1567378440;02;09;2019;01;54;0
7443;1567379100;02;09;2019;02;05;0
7443;1567379760;02;09;2019;02;16;0
7443;1567380420;02;09;2019;02;27;0
7443;1567381080;02;09;2019;02;38;0
7443;1567381740;02;09;2019;02;49;0
7443;1567382400;02;09;2019;03;00;0
7443;1567383060;02;09;2019;03;11;0
7443;1567383720;02;09;2019;03;22;0
7443;1567384380;02;09;2019;03;33;0
7443;1567385040;02;09;2019;03;44;0
7443;1567385700;02;09;2019;03;55;0
7443;1567386360;02;09;2019;04;06;0
7443;1567387020;02;09;2019;04;17;0
7443;1567387680;02;09;2019;04;28;0
7443;1567388340;02;09;2019;04;39;0
7443;1567389000;02;09;2019;04;50;0
7443;1567389660;02;09;2019;05;01;0
7443;1567390320;02;09;2019;05;12;0
7443;1567390980;02;09;2019;05;23;0
7443;1567391640;02;09;2019;05;34;0
7443;1567392300;02;09;2019;05;45;0
7443;1567392960;02;09;2019;05;56;0
7443;1567393620;02;09;2019;06;07;0
7443;1567394280;02;09;2019;06;18;0
7443;1567394940;02;09;2019;06;29;0
7443;1567395600;02;09;2019;06;40;0
7443;1567396260;02;09;2019;06;51;0
7443;1567396920;02;09;2019;07;02;0
7443;1567397580;02;09;2019;07;13;0
7443;1567398240;02;09;2019;07;24;0
7443;1567398900;02;09;2019;07;35;0
7443;1567399560;02;09;2019;07;46;0
7443;1567400220;02;09;2019;07;57;0
7443;1567400880;02;09;2019;08;08;0
7443;1567401540;02;09;2019;08;19;0
7443;1567402200;02;09;2019;08;30;0
7443;1567402860;02;09;2019;08;41;0
7443;1567403520;02;09;2019;08;52;0
7443;1567404180;02;09;2019;09;03;0
7443;1567404840;02;09;2019;09;14;0
7443;1567405500;02;09;2019;09;25;0
7443;1567406160;02;09;2019;09;36;0
7443;1567406820;02;09;2019;09;47;0
7443;1567407480;02;09;2019;09;58;0
7443;1567408140;02;09;2019;10;09;0
7443;1567408800;02;09;2019;10;20;0
7443;1567409460;02;09;2019;10;31;0
7443;1567410120;02;09;2019;10;42;0
7443;1567410780;02;09;2019;10;53;0
7443;1567411440;02;09;2019;11;04;0
7443;1567412100;02;09;2019;11;15;0
7443;1567412760;02;09;2019;11;26;0
7443;1567413420;02;09;2019;11;37;0
7443;1567414080;02;09;2019;11;48;0
7443;1567414740;02;09;2019;11;59;0
7443;1567415400;02;09;2019;12;10;0
7443;1567416060;02;09;2019;12;21;0
7443;1567416720;02;09;2019;12;32;0
7443;1567417380;02;09;2019;12;43;0
7443;1567418040;02;09;2019;12;54;0
7443;1567418700;02;09;2019;13;05;0
7443;1567419360;02;09;2019;13;16;0
7443;1567420020;02;09;2019;13;27;0
7443;1567420680;02;09;2019;13;38;0
7443;1567421340;02;09;2019;13;49;0
7443;1567422000;02;09;2019;14;00;0
7443;1567422660;02;09;2019;14;11;0
7443;1567423320;02;09;2019;14;22;0
7443;1567423980;02;09;2019;14;33;0
7443;1567424640;02;09;2019;14;44;0
7443;1567425300;02;09;2019;14;55;0
7443;1567425960;02;09;2019;15;06;0
7443;1567426620;02;09;2019;15;17;0
7443;1567427280;02;09;2019;15;28;0
7443;1567427940;02;09;2019;15;39;0
7443;1567428600;02;09;2019;15;50;0
7443;1567429260;02;09;2019;16;01;0
7443;1567429920;02;09;2019;16;12;0
7443;1567430580;02;09;2019;16;23;0
7443;1567431240;02;09;2019;16;34;0
7443;1567431900;02;09;2019;16;45;0
7443;1567432560;02;09;2019;16;56;0
7443;1567433220;02;09;2019;17;07;0
7443;1567433880;02;09;2019;17;18;0
7443;1567434540;02;09;2019;17;29;0
7443;1567435200;02;09;2019;17;40;0
7443;1567435860;02;09;2019;17;51;0
7443;1567436520;02;09;2019;18;02;0
7443;1567437180;02;09;2019;18;13;0
7443;1567437840;02;09;2019;18;24;0
7443;1567438500;02;09;2019;18;35;0
7443;1567439160;02;09;2019;18;46;0
7443;1567439820;02;09;2019;18;57;0
7443;1567440480;02;09;2019;19;08;0
7443;1567441140;02;09;2019;19;19;0
7443;1567441800;02;09;2019;19;30;0
7443;1567442460;02;09;2019;19;41;0
7443;1567443120;02;09;2019;19;52;0
7443;1567443780;02;09;2019;20;03;0
7443;1567444440;02;09;2019;20;14;0
7443;1567445100;02;09;2019;20;25;0
7443;1567445760;02;09;2019;20;36;0
7443;1567446420;02;09;2019;20;47;0
7443;1567447080;02;09;2019;20;58;0
7443;1567447740;02;09;2019;21;09;0
7443;1567448400;02;09;2019;21;20;0
7443;1567449060;02;09;2019;21;31;0
7443;1567449720;02;09;2019;21;42;0
7443;1567450380;02;09;2019;21;53;0
7443;1567451040;02;09;2019;22;04;0
7443;1567451700;02;09;2019;22;15;0
7443;1567452360;02;09;2019;22;26;0
7443;1567453020;02;09;2019;22;37;0
7443;1567453680;02;09;2019;22;48;0
7443;1567454340;02;09;2019;22;59;0
7443;1567455000;02;09;2019;23;10;0
7443;1567455660;02;09;2019;23;21;0
7443;1567456320;02;09;2019;23;32;0
7443;1567456980;02;09;2019;23;43;0
7443;1567457640;02;09;2019;23;54;0
7443;1567458300;03;09;2019;00;05;0
7443;1567458960;03;09;2019;00;16;0
7443;1567459620;03;09;2019;00;27;0
7443;1567460280;03;09;2019;00;38;0
7443;1567460940;03;09;2019;00;49;0
7443;1567461600;03;09;2019;01;00;0
7443;1567462260;03;09;2019;01;11;0
7443;1567462920;03;09;2019;01;22;0
7443;1567463580;03;09;2019;01;33;0
7443;1567464240;03;09;2019;01;44;0
7443;1567464900;03;09;2019;01;55;0
7443;1567465560;03;09;2019;02;06;0
7443;1567466220;03;09;2019;02;17;0
7443;1567466880;03;09;2019;02;28;0
7443;1567467540;03;09;2019;02;39;0
7443;1567468200;03;09;2019;02;50;0
7443;1567468860;03;09;2019;03;01;0
7443;1567469520;03;09;2019;03;12;0
7443;1567470180;03;09;2019;03;23;0
7443;1567470840;03;09;2019;03;34;0
7443;1567471500;03;09;2019;03;45;0
7443;1567472160;03;09;2019;03;56;0
7443;1567472820;03;09;2019;04;07;0
7443;1567473480;03;09;2019;04;18;0
7443;1567474140;03;09;2019;04;29;0
7443;1567474800;03;09;2019;04;40;0
7443;1567475460;03;09;2019;04;51;0
7443;1567476120;03;09;2019;05;02;0
7443;1567476780;03;09;2019;05;13;0
7443;1567477440;03;09;2019;05;24;0
7443;1567478100;03;09;2019;05;35;0
7443;1567478760;03;09;2019;05;46;0
7443;1567479420;03;09;2019;05;57;0
7443;1567480080;03;09;2019;06;08;0
7443;1567480740;03;09;2019;06;19;0
7443;1567481400;03;09;2019;06;30;0
7443;1567482060;03;09;2019;06;41;0
7443;1567482720;03;09;2019;06;52;0
7443;1567483380;03;09;2019;07;03;0
7443;1567484040;03;09;2019;07;14;0
7443;1567484700;03;09;2019;07;25;0
7443;1567485360;03;09;2019;07;36;0
7443;1567486020;03;09;2019;07;47;0
7443;1567486680;03;09;2019;07;58;0
7443;1567487340;03;09;2019;08;09;0
7443;1567488000;03;09;2019;08;20;0
7443;1567488660;03;09;2019;08;31;0
7443;1567489320;03;09;2019;08;42;0
7443;1567489980;03;09;2019;08;53;0
7443;1567490640;03;09;2019;09;04;0
7443;1567491300;03;09;2019;09;15;0
7443;1567491960;03;09;2019;09;26;0
7443;1567492620;03;09;2019;09;37;0
7443;1567493280;03;09;2019;09;48;0
7443;1567493940;03;09;2019;09;59;0
7443;1567494600;03;09;2019;10;10;0
7443;1567495260;03;09;2019;10;21;0
7443;1567495920;03;09;2019;10;32;0
7443;1567496580;03;09;2019;10;43;0
7443;1567497240;03;09;2019;10;54;0
7443;1567497900;03;09;2019;11;05;0
7443;1567498560;03;09;2019;11;16;0
7443;1567499220;03;09;2019;11;27;0
7443;1567499880;03;09;2019;11;38;0
7443;1567500540;03;09;2019;11;49;0
7443;1567501200;03;09;2019;12;00;0
7443;1567501860;03;09;2019;12;11;0
7443;1567502520;03;09;2019;12;22;0
7443;1567503180;03;09;2019;12;33;0
7443;1567503840;03;09;2019;12;44;0
7443;1567504500;03;09;2019;12;55;0
7443;1567505160;03;09;2019;13;06;0
7443;1567505820;03;09;2019;13;17;0
7443;1567506480;03;09;2019;13;28;0
7443;1567507140;03;09;2019;13;39;0
7443;1567507800;03;09;2019;13;50;0
7443;1567508460;03;09;2019;14;01;0
7443;1567509120;03;09;2019;14;12;0
7443;1567509780;03;09;2019;14;23;0
7443;1567510440;03;09;2019;14;34;0
7443;1567511100;03;09;2019;14;45;0
7443;1567511760;03;09;2019;14;56;0
7443;1567512420;03;09;2019;15;07;0
7443;1567513080;03;09;2019;15;18;0
7443;1567513740;03;09;2019;15;29;0
7443;1567514400;03;09;2019;15;40;0
7443;1567515060;03;09;2019;15;51;0
7443;1567515720;03;09;2019;16;02;0
7443;1567516380;03;09;2019;16;13;0
7443;1567517040;03;09;2019;16;24;0
7443;1567517700;03;09;2019;16;35;0
7443;1567518360;03;09;2019;16;46;0
7443;1567519020;03;09;2019;16;57;0
7443;1567519680;03;09;2019;17;08;0
7443;1567520340;03;09;2019;17;19;0
7443;1567521000;03;09;2019;17;30;0
7443;1567521660;03;09;2019;17;41;0
7443;1567522320;03;09;2019;17;52;0
7443;1567522980;03;09;2019;18;03;0
7443;1567523640;03;09;2019;18;14;0
7443;1567524300;03;09;2019;18;25;0
7443;1567524960;03;09;2019;18;36;0
7443;1567525620;03;09;2019;18;47;0
7443;1567526280;03;09;2019;18;58;0
7443;1567526940;03;09;2019;19;09;0
7443;1567527600;03;09;2019;19;20;0
7443;1567528260;03;09;2019;19;31;0
7443;1567528920;03;09;2019;19;42;0
7443;1567529580;03;09;2019;19;53;0
7443;1567530240;03;09;2019;20;04;0
7443;1567530900;03;09;2019;20;15;0
7443;1567531560;03;09;2019;20;26;0
7443;1567532220;03;09;2019;20;37;0
7443;1567532880;03;09;2019;20;48;0
7443;1567533540;03;09;2019;20;59;0
7443;1567534200;03;09;2019;21;10;0
7443;1567534860;03;09;2019;21;21;0
7443;1567535520;03;09;2019;21;32;0
7443;1567536180;03;09;2019;21;43;0
7443;1567536840;03;09;2019;21;54;0
7443;1567537500;03;09;2019;22;05;0
7443;1567538160;03;09;2019;22;16;0
7443;1567538820;03;09;2019;22;27;0
7443;1567539480;03;09;2019;22;38;0
7443;1567540140;03;09;2019;22;49;0
7443;1567540800;03;09;2019;23;00;0
7443;1567541460;03;09;2019;23;11;0
7443;1567542120;03;09;2019;23;22;0
7443;1567542780;03;09;2019;23;33;0
7443;1567543440;03;09;2019;23;44;0
7443;1567544100;03;09;2019;23;55;0
7443;1567544760;04;09;2019;00;06;0
7443;1567545420;04;09;2019;00;17;0
7443;1567546080;04;09;2019;00;28;0
7443;1567546740;04;09;2019;00;39;0
7443;1567547400;04;09;2019;00;50;0
7443;1567548060;04;09;2019;01;01;0
7443;1567548720;04;09;2019;01;12;0
7443;1567549380;04;09;2019;01;23;0
7443;1567550040;04;09;2019;01;34;0
7443;1567550700;04;09;2019;01;45;0
7443;1567551360;04;09;2019;01;56;0
7443;1567552020;04;09;2019;02;07;0
7443;1567552680;04;09;2019;02;18;0
7443;1567553340;04;09;2019;02;29;0
7443;1567554000;04;09;2019;02;40;0
7443;1567554660;04;09;2019;02;51;0
7443;1567555320;04;09;2019;03;02;0
7443;1567555980;04;09;2019;03;13;0
7443;1567556640;04;09;2019;03;24;0
7443;1567557300;04;09;2019;03;35;0
7443;1567557960;04;09;2019;03;46;0
7443;1567558620;04;09;2019;03;57;0
7443;1567559280;04;09;2019;04;08;0
7443;1567559940;04;09;2019;04;19;0
7443;1567560600;04;09;2019;04;30;0
7443;1567561260;04;09;2019;04;41;0
7443;1567561920;04;09;2019;04;52;0
7443;1567562580;04;09;2019;05;03;0
7443;1567563240;04;09;2019;05;14;0
7443;1567563900;04;09;2019;05;25;0
7443;1567564560;04;09;2019;05;36;0
7443;1567565220;04;09;2019;05;47;0
7443;1567565880;04;09;2019;05;58;0
7443;1567566540;04;09;2019;06;09;0
7443;1567567200;04;09;2019;06;20;0
7443;1567567860;04;09;2019;06;31;0
7443;1567568520;04;09;2019;06;42;0
7443;1567569180;04;09;2019;06;53;0
7443;1567569840;04;09;2019;07;04;0
7443;1567570500;04;09;2019;07;15;0
7443;1567571160;04;09;2019;07;26;0
7443;1567571820;04;09;2019;07;37;0
7443;1567572480;04;09;2019;07;48;0
7443;1567573140;04;09;2019;07;59;0
7443;1567573800;04;09;2019;08;10;0
7443;1567574460;04;09;2019;08;21;0
7443;1567575120;04;09;2019;08;32;0
7443;1567575780;04;09;2019;08;43;0
7443;1567576440;04;09;2019;08;54;0
7443;1567577100;04;09;2019;09;05;0
7443;1567577760;04;09;2019;09;16;0
7443;1567578420;04;09;2019;09;27;0
7443;1567579080;04;09;2019;09;38;0
7443;1567579740;04;09;2019;09;49;0
7443;1567580400;04;09;2019;10;00;0
7443;1567581060;04;09;2019;10;11;0
7443;1567581720;04;09;2019;10;22;0
7443;1567582380;04;09;2019;10;33;0
7443;1567583040;04;09;2019;10;44;0
7443;1567583700;04;09;2019;10;55;0
7443;1567584360;04;09;2019;11;06;0
7443;1567585020;04;09;2019;11;17;0
7443;1567585680;04;09;2019;11;28;0
7443;1567586340;04;09;2019;11;39;0
7443;1567587000;04;09;2019;11;50;0
7443;1567587660;04;09;2019;12;01;0
7443;1567588320;04;09;2019;12;12;0
7443;1567588980;04;09;2019;12;23;0
7443;1567589640;04;09;2019;12;34;0
7443;1567590300;04;09;2019;12;45;0
7443;1567590960;04;09;2019;12;56;0
7443;1567591620;04;09;2019;13;07;0
7443;1567592280;04;09;2019;13;18;0
7443;1567592940;04;09;2019;13;29;0
7443;1567593600;04;09;2019;13;40;0
7443;1567594260;04;09;2019;13;51;0
7443;1567594920;04;09;2019;14;02;0
7443;1567595580;04;09;2019;14;13;0
7443;1567596240;04;09;2019;14;24;0
7443;1567596900;04;09;2019;14;35;0
7443;1567597560;04;09;2019;14;46;0
7443;1567598220;04;09;2019;14;57;0
7443;1567598880;04;09;2019;15;08;0
7443;1567599540;04;09;2019;15;19;0
7443;1567600200;04;09;2019;15;30;0
7443;1567600860;04;09;2019;15;41;0
7443;1567601520;04;09;2019;15;52;0
7443;1567602180;04;09;2019;16;03;0
7443;1567602840;04;09;2019;16;14;0
7443;1567603500;04;09;2019;16;25;0
7443;1567604160;04;09;2019;16;36;0
7443;1567604820;04;09;2019;16;47;0
7443;1567605480;04;09;2019;16;58;0
7443;1567606140;04;09;2019;17;09;0
7443;1567606800;04;09;2019;17;20;0
7443;1567607460;04;09;2019;17;31;0
7443;1567608120;04;09;2019;17;42;0
7443;1567608780;04;09;2019;17;53;0
7443;1567609440;04;09;2019;18;04;0
7443;1567610100;04;09;2019;18;15;0
7443;1567610760;04;09;2019;18;26;0
7443;1567611420;04;09;2019;18;37;0
7443;1567612080;04;09;2019;18;48;0
7443;1567612740;04;09;2019;18;59;0
7443;1567613400;04;09;2019;19;10;0
7443;1567614060;04;09;2019;19;21;0
7443;1567614720;04;09;2019;19;32;0
7443;1567615380;04;09;2019;19;43;0
7443;1567616040;04;09;2019;19;54;0
7443;1567616700;04;09;2019;20;05;0
7443;1567617360;04;09;2019;20;16;0
7443;1567618020;04;09;2019;20;27;0
7443;1567618680;04;09;2019;20;38;0
7443;1567619340;04;09;2019;20;49;0
7443;1567620000;04;09;2019;21;00;0
7443;1567620660;04;09;2019;21;11;0
7443;1567621320;04;09;2019;21;22;0
7443;1567621980;04;09;2019;21;33;0
7443;1567622640;04;09;2019;21;44;0
7443;1567623300;04;09;2019;21;55;0
7443;1567623960;04;09;2019;22;06;0
7443;1567624620;04;09;2019;22;17;0
7443;1567625280;04;09;2019;22;28;0
7443;1567625940;04;09;2019;22;39;0
7443;1567626600;04;09;2019;22;50;0
7443;1567627260;04;09;2019;23;01;0
7443;1567627920;04;09;2019;23;12;0
7443;1567628580;04;09;2019;23;23;0
7443;1567629240;04;09;2019;23;34;0
7443;1567629900;04;09;2019;23;45;0
7443;1567630560;04;09;2019;23;56;0
7443;1567631220;05;09;2019;00;07;0
7443;1567631880;05;09;2019;00;18;0
7443;1567632540;05;09;2019;00;29;0
7443;1567633200;05;09;2019;00;40;0
7443;1567633860;05;09;2019;00;51;0
7443;1567634520;05;09;2019;01;02;0
7443;1567635180;05;09;2019;01;13;0
7443;1567635840;05;09;2019;01;24;0
7443;1567636500;05;09;2019;01;35;0
7443;1567637160;05;09;2019;01;46;0
7443;1567637820;05;09;2019;01;57;0
7443;1567638480;05;09;2019;02;08;0
7443;1567639140;05;09;2019;02;19;0
7443;1567639800;05;09;2019;02;30;0
7443;1567640460;05;09;2019;02;41;0
7443;1567641120;05;09;2019;02;52;0
7443;1567641780;05;09;2019;03;03;0
7443;1567642440;05;09;2019;03;14;0
7443;1567643100;05;09;2019;03;25;0
7443;1567643760;05;09;2019;03;36;0
7443;1567644420;05;09;2019;03;47;0
7443;1567645080;05;09;2019;03;58;0
7443;1567645740;05;09;2019;04;09;0
7443;1567646400;05;09;2019;04;20;0
7443;1567647060;05;09;2019;04;31;0
7443;1567647720;05;09;2019;04;42;0
7443;1567648380;05;09;2019;04;53;0
7443;1567649040;05;09;2019;05;04;0
7443;1567649700;05;09;2019;05;15;0
7443;1567650360;05;09;2019;05;26;0
7443;1567651020;05;09;2019;05;37;0
7443;1567651680;05;09;2019;05;48;0
7443;1567652340;05;09;2019;05;59;0
7443;1567653000;05;09;2019;06;10;0
7443;1567653660;05;09;2019;06;21;0
7443;1567654320;05;09;2019;06;32;0
7443;1567654980;05;09;2019;06;43;0
7443;1567655640;05;09;2019;06;54;0
7443;1567656300;05;09;2019;07;05;0
7443;1567656960;05;09;2019;07;16;0
7443;1567657620;05;09;2019;07;27;0
7443;1567658280;05;09;2019;07;38;0
7443;1567658940;05;09;2019;07;49;0
7443;1567659600;05;09;2019;08;00;0
7443;1567660260;05;09;2019;08;11;0
7443;1567660920;05;09;2019;08;22;0
7443;1567661580;05;09;2019;08;33;0
7443;1567662240;05;09;2019;08;44;0
7443;1567662900;05;09;2019;08;55;0
7443;1567663560;05;09;2019;09;06;0
7443;1567664220;05;09;2019;09;17;0
7443;1567664880;05;09;2019;09;28;0
7443;1567665540;05;09;2019;09;39;0
7443;1567666200;05;09;2019;09;50;0
7443;1567666860;05;09;2019;10;01;0
7443;1567667520;05;09;2019;10;12;0
7443;1567668180;05;09;2019;10;23;0
7443;1567668840;05;09;2019;10;34;0
7443;1567669500;05;09;2019;10;45;0
7443;1567670160;05;09;2019;10;56;0
7443;1567670820;05;09;2019;11;07;0
7443;1567671480;05;09;2019;11;18;0
7443;1567672140;05;09;2019;11;29;0
7443;1567672800;05;09;2019;11;40;0
7443;1567673460;05;09;2019;11;51;0
7443;1567674120;05;09;2019;12;02;0
7443;1567674780;05;09;2019;12;13;0
7443;1567675440;05;09;2019;12;24;0
7443;1567676100;05;09;2019;12;35;0
7443;1567676760;05;09;2019;12;46;0
7443;1567677420;05;09;2019;12;57;0
7443;1567678080;05;09;2019;13;08;0
7443;1567678740;05;09;2019;13;19;0
7443;1567679400;05;09;2019;13;30;0
7443;1567680060;05;09;2019;13;41;0
7443;1567680720;05;09;2019;13;52;0
7443;1567681380;05;09;2019;14;03;0
7443;1567682040;05;09;2019;14;14;0
7443;1567682700;05;09;2019;14;25;0
7443;1567683360;05;09;2019;14;36;0
7443;1567684020;05;09;2019;14;47;0
7443;1567684680;05;09;2019;14;58;0
7443;1567685340;05;09;2019;15;09;0
7443;1567686000;05;09;2019;15;20;0
7443;1567686660;05;09;2019;15;31;0
7443;1567687320;05;09;2019;15;42;0
7443;1567687980;05;09;2019;15;53;0
7443;1567688640;05;09;2019;16;04;0
7443;1567689300;05;09;2019;16;15;0
7443;1567689960;05;09;2019;16;26;0
7443;1567690620;05;09;2019;16;37;0
7443;1567691280;05;09;2019;16;48;0
7443;1567691940;05;09;2019;16;59;0
7443;1567692600;05;09;2019;17;10;0
7443;1567693260;05;09;2019;17;21;0
7443;1567693920;05;09;2019;17;32;0
7443;1567694580;05;09;2019;17;43;0
7443;1567695240;05;09;2019;17;54;0
7443;1567695900;05;09;2019;18;05;0
7443;1567696560;05;09;2019;18;16;0
7443;1567697220;05;09;2019;18;27;0
7443;1567697880;05;09;2019;18;38;0
7443;1567698540;05;09;2019;18;49;0
7443;1567699200;05;09;2019;19;00;0
7443;1567699860;05;09;2019;19;11;0
7443;1567700520;05;09;2019;19;22;0
7443;1567701180;05;09;2019;19;33;0
7443;1567701840;05;09;2019;19;44;0
7443;1567702500;05;09;2019;19;55;0
7443;1567703160;05;09;2019;20;06;0
7443;1567703820;05;09;2019;20;17;0
7443;1567704480;05;09;2019;20;28;0
7443;1567705140;05;09;2019;20;39;0
7443;1567705800;05;09;2019;20;50;0
7443;1567706460;05;09;2019;21;01;0
7443;1567707120;05;09;2019;21;12;0
7443;1567707780;05;09;2019;21;23;0
7443;1567708440;05;09;2019;21;34;0
7443;1567709100;05;09;2019;21;45;0
7443;1567709760;05;09;2019;21;56;0
7443;1567710420;05;09;2019;22;07;0
7443;1567711080;05;09;2019;22;18;0
7443;1567711740;05;09;2019;22;29;0
7443;1567712400;05;09;2019;22;40;0
7443;1567713060;05;09;2019;22;51;0
7443;1567713720;05;09;2019;23;02;0
7443;1567714380;05;09;2019;23;13;0
7443;1567715040;05;09;2019;23;24;0
7443;1567715700;05;09;2019;23;35;0
7443;1567716360;05;09;2019;23;46;0
7443;1567717020;05;09;2019;23;57;0
7443;1567717680;06;09;2019;00;08;0
7443;1567718340;06;09;2019;00;19;0
7443;1567719000;06;09;2019;00;30;0
7443;1567719660;06;09;2019;00;41;0
7443;1567720320;06;09;2019;00;52;0
7443;1567720980;06;09;2019;01;03;0
7443;1567721640;06;09;2019;01;14;0
7443;1567722300;06;09;2019;01;25;0
7443;1567722960;06;09;2019;01;36;0
7443;1567723620;06;09;2019;01;47;0
7443;1567724280;06;09;2019;01;58;0
7443;1567724940;06;09;2019;02;09;0
7443;1567725600;06;09;2019;02;20;0
7443;1567726260;06;09;2019;02;31;0
7443;1567726920;06;09;2019;02;42;0
7443;1567727580;06;09;2019;02;53;0
7443;1567728240;06;09;2019;03;04;0
7443;1567728900;06;09;2019;03;15;0
7443;1567729560;06;09;2019;03;26;0
7443;1567730220;06;09;2019;03;37;0
7443;1567730880;06;09;2019;03;48;0
7443;1567731540;06;09;2019;03;59;0
7443;1567732200;06;09;2019;04;10;0
7443;1567732860;06;09;2019;04;21;0
